VariationID	Landmark	Chr	Start	End	VariationType	LocusChr	LocusStart	LocusEnd	Reference	PubMedID	Method/platform	Gain	Loss	TotalGainLossInv	Frequency	SampleSize	Genes
Variation_1193	chr8:25035050..25045471	chr8	25035050	25045471	CopyNumber	chr8	25018449	25081492	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1194	chr8:25467962..25470607	chr8	25467962	25470607	CopyNumber	chr8	25324942	25492953	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1195	chr8:27460054..27461493	chr8	27460054	27461493	CopyNumber	chr8	27460054	27461493	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1196	chr8:37158264..37164487	chr8	37158264	37164487	CopyNumber	chr8	37158264	37164487	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1197	chr8:39370045..39506336	chr8	39370045	39506336	CopyNumber	chr8	39293436	39718817	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	ADAM5P,ADAM3A
Variation_1198	chr8:39373531..39492651	chr8	39373531	39492651	CopyNumber	chr8	39293436	39718817	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	ADAM5P,ADAM3A
Variation_1199	chr8:39403497..39423310	chr8	39403497	39423310	CopyNumber	chr8	39293436	39718817	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1200	chr8:39428327..39492651	chr8	39428327	39492651	CopyNumber	chr8	39293436	39718817	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	ADAM3A
Variation_1201	chr8:51194778..51196571	chr8	51194778	51196571	CopyNumber	chr8	51035800	51300548	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	SNTG1
Variation_1202	chr8:54116119..54141127	chr8	54116119	54141127	CopyNumber	chr8	53823346	54163645	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1203	chr8:58526557..58527676	chr8	58526557	58527676	CopyNumber	chr8	58092946	58637003	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1204	chr8:68711389..68713064	chr8	68711389	68713064	CopyNumber	chr8	68333500	68951047	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	CPA6
Variation_1205	chr8:90400815..90406126	chr8	90400815	90406126	CopyNumber	chr8	90390763	90407394	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1206	chr8:107929316..107931173	chr8	107929316	107931173	CopyNumber	chr8	107926391	107931446	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1207	chr8:120091667..120094522	chr8	120091667	120094522	CopyNumber	chr8	120012490	120344931	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1208	chr9:640373..646765	chr9	640373	646765	CopyNumber	chr9	21994	862798	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	KANK1
Variation_1209	chr9:665600..673299	chr9	665600	673299	CopyNumber	chr9	21994	862798	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	KANK1
Variation_1210	chr9:682085..685607	chr9	682085	685607	CopyNumber	chr9	21994	862798	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	KANK1
Variation_1211	chr9:1500299..1502232	chr9	1500299	1502232	CopyNumber	chr9	1045347	1814888	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1212	chr9:11903287..11927390	chr9	11903287	11927390	CopyNumber	chr9	11214627	12187607	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1213	chr9:11942643..11978036	chr9	11942643	11978036	CopyNumber	chr9	11214627	12187607	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1214	chr9:105068541..105072717	chr9	105068541	105072717	CopyNumber	chr9	105003078	105192368	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1215	chr9:126050090..126051764	chr9	126050090	126051764	CopyNumber	chr9	125955511	126116512	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1216	chr10:4428977..4439746	chr10	4428977	4439746	CopyNumber	chr10	4427657	4439746	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1217	chr10:11144870..11148911	chr10	11144870	11148911	CopyNumber	chr10	11144870	11148911	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	CELF2
Variation_1218	chr10:14628607..14632331	chr10	14628607	14632331	CopyNumber	chr10	14628607	14632331	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	FAM107B
Variation_1219	chr10:20892798..20895015	chr10	20892798	20895015	CopyNumber	chr10	20726725	20949210	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1220	chr10:28607813..28609965	chr10	28607813	28609965	CopyNumber	chr10	28602653	28611866	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	MPP7
Variation_1221	chr10:37857888..37858922	chr10	37857888	37858922	CopyNumber	chr10	37857888	37858922	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1222	chr10:41685682..41706277	chr10	41685682	41706277	CopyNumber	chr10	41676549	41707293	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1223	chr10:46412363..46414186	chr10	46412363	46414186	CopyNumber	chr10	45341719	48101925	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	GPRIN2
Variation_1224	chr10:47103096..47106300	chr10	47103096	47106300	CopyNumber	chr10	45341719	48101925	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1225	chr10:48914148..48932399	chr10	48914148	48932399	CopyNumber	chr10	48212212	49121538	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1226	chr10:55104946..55107278	chr10	55104946	55107278	CopyNumber	chr10	54402561	56988850	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1227	chr10:55113256..55116064	chr10	55113256	55116064	CopyNumber	chr10	54402561	56988850	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1228	chr10:58188472..58195193	chr10	58188472	58195193	CopyNumber	chr10	58160636	58359959	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1229	chr10:66106212..66107646	chr10	66106212	66107646	CopyNumber	chr10	66105900	66109037	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1230	chr10:70288517..70290372	chr10	70288517	70290372	CopyNumber	chr10	70127725	70301318	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	STOX1
Variation_1231	chr10:105208242..105212066	chr10	105208242	105212066	CopyNumber	chr10	105208242	105212066	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	CALHM1
Variation_1232	chr10:114904702..114928707	chr10	114904702	114928707	CopyNumber	chr10	114904702	114928707	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	TCF7L2
Variation_1233	chr10:122385300..122392390	chr10	122385300	122392390	CopyNumber	chr10	122385300	122392390	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1234	chr10:122767004..122775033	chr10	122767004	122775033	CopyNumber	chr10	122625702	122891863	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1235	chr11:4678718..4685740	chr11	4678718	4685740	CopyNumber	chr11	4678718	4685740	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1236	chr11:21164827..21169031	chr11	21164827	21169031	CopyNumber	chr11	21112669	21194273	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	NELL1
Variation_1237	chr11:21151928..21169031	chr11	21151928	21169031	CopyNumber	chr11	21112669	21194273	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	NELL1
Variation_1238	chr11:22397865..22401966	chr11	22397865	22401966	CopyNumber	chr11	22397865	22401966	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1239	chr11:25096933..25248415	chr11	25096933	25248415	CopyNumber	chr11	24961193	25799242	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1240	chr11:25578411..25580720	chr11	25578411	25580720	CopyNumber	chr11	24961193	25799242	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1241	chr11:25663566..25668876	chr11	25663566	25668876	CopyNumber	chr11	24961193	25799242	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1242	chr11:25663566..25676867	chr11	25663566	25676867	CopyNumber	chr11	24961193	25799242	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1243	chr11:30129492..30133319	chr11	30129492	30133319	CopyNumber	chr11	30121848	30137019	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1244	chr11:55231932..55320476	chr11	55231932	55320476	CopyNumber	chr11	54592199	55636002	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	OR5D13,OR5D14
Variation_1245	chr11:55467285..55544415	chr11	55467285	55544415	CopyNumber	chr11	54592199	55636002	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	OR7E5P,OR5F1,OR10AG1
Variation_1246	chr12:4263804..4266929	chr12	4263804	4266929	CopyNumber	chr12	4263804	4266929	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	CCND2
Variation_1247	chr12:11402399..11407484	chr12	11402399	11407484	CopyNumber	chr12	10860887	11606188	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1248	chr12:11400655..11434605	chr12	11400655	11434605	CopyNumber	chr12	10860887	11606188	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1249	chr12:18278058..18284911	chr12	18278058	18284911	CopyNumber	chr12	18278058	18284911	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1250	chr12:18456330..18458285	chr12	18456330	18458285	CopyNumber	chr12	18456330	18458285	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	PIK3C2G
Variation_1251	chr12:22139915..22142636	chr12	22139915	22142636	CopyNumber	chr12	22032101	22628174	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1252	chr12:27539977..27542418	chr12	27539977	27542418	CopyNumber	chr12	27532740	27564651	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	C12orf70
Variation_1253	chr12:27533809..27545038	chr12	27533809	27545038	CopyNumber	chr12	27532740	27564651	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	C12orf70
Variation_1254	chr12:27540053..27545038	chr12	27540053	27545038	CopyNumber	chr12	27532740	27564651	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	C12orf70
Variation_1255	chr12:33193399..33197542	chr12	33193399	33197542	CopyNumber	chr12	33172942	33206150	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1256	chr12:33616091..33626050	chr12	33616091	33626050	CopyNumber	chr12	33333291	34727104	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1257	chr12:36347306..36378161	chr12	36347306	36378161	CopyNumber	chr12	36142962	37357001	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1258	chr12:48744172..48746045	chr12	48744172	48746045	CopyNumber	chr12	48744172	48746045	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	ACCN2
Variation_1259	chr12:58222193..58225778	chr12	58222193	58225778	CopyNumber	chr12	58222193	58236699	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1260	chr12:59041314..59043746	chr12	59041314	59043746	CopyNumber	chr12	59041314	59043746	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1261	chr12:62688136..62690201	chr12	62688136	62690201	CopyNumber	chr12	62677839	62710265	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	SRGAP1
Variation_1262	chr12:76402485..76404641	chr12	76402485	76404641	CopyNumber	chr12	76402485	76404641	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1263	chr12:76567545..76569809	chr12	76567545	76569809	CopyNumber	chr12	76535245	76571911	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1264	chr12:77215904..77218416	chr12	77215904	77218416	CopyNumber	chr12	77215904	77218416	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1265	chr12:81742610..81745136	chr12	81742610	81745136	CopyNumber	chr12	81603513	81860089	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	TMTC2
Variation_1266	chr12:89737020..89740388	chr12	89737020	89740388	CopyNumber	chr12	89694603	89749670	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1267	chr12:124731647..124732838	chr12	124731647	124732838	CopyNumber	chr12	124731647	124732838	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1268	chr12:125350859..125354331	chr12	125350859	125354331	CopyNumber	chr12	125279781	125424896	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1269	chr12:126118892..126124044	chr12	126118892	126124044	CopyNumber	chr12	126067972	126129255	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1270	chr12:127322882..127331499	chr12	127322882	127331499	CopyNumber	chr12	127322882	127331499	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	TMEM132C
Variation_1271	chr12:129672881..129674990	chr12	129672881	129674990	CopyNumber	chr12	129646048	129677487	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1272	chr12:130425003..130471387	chr12	130425003	130471387	CopyNumber	chr12	130213364	131156176	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1273	chr12:130797133..130800960	chr12	130797133	130800960	CopyNumber	chr12	130213364	131156176	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1274	chr12:131031920..131044247	chr12	131031920	131044247	CopyNumber	chr12	130213364	131156176	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1275	chr13:31431830..31433996	chr13	31431830	31433996	CopyNumber	chr13	31414007	31447069	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1276	chr13:42116086..42117835	chr13	42116086	42117835	CopyNumber	chr13	42098764	42130996	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1277	chr13:50219786..50225941	chr13	50219786	50225941	CopyNumber	chr13	50219786	50225941	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	DLEU7
Variation_1278	chr13:56680301..56683410	chr13	56680301	56683410	CopyNumber	chr13	56523625	56824435	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1279	chr13:56683410..56806669	chr13	56683410	56806669	CopyNumber	chr13	56523625	56824435	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1280	chr13:56777459..56784440	chr13	56777459	56784440	CopyNumber	chr13	56523625	56824435	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	
Variation_1281	chr15:20484859..20567999	chr15	20484859	20567999	CopyNumber	chr15	18263733	21405800	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	NIPA2,CYFIP1
Variation_1282	chr15:41676268..41726934	chr15	41676268	41726934	CopyNumber	chr15	41610450	41935933	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	STRC,CATSPER2,CKMT1B
Variation_1283	chr16:6721004..6722304	chr16	6721004	6722304	CopyNumber	chr16	6577114	7021963	Conrad et al. (2005)	16327808	Mendelian inconsistencies		1	1		30 control trios (HapMap, YRI)	RBFOX1
Variation_1284	chr16:19856910..19862969	chr16	19856910	19862969	CopyNumber	chr16	19848625	19887830	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
Variation_1285	chr16:20421223..20437735	chr16	20421223	20437735	CopyNumber	chr16	20352824	20506848	Conrad et al. (2005)	16327808	Mendelian inconsistencies		3	3		30 control trios (HapMap, YRI)	
Variation_1286	chr16:79536955..79540398	chr16	79536955	79540398	CopyNumber	chr16	79512894	79585186	Conrad et al. (2005)	16327808	Mendelian inconsistencies		2	2		30 control trios (HapMap, YRI)	
